From /home/will/bnl/hsr_lattice/EIC-HSR-240102b/hi-n/275-10-collision, run:
tao -init tao.init 
Then run:
sho track -points 1000 -twiss -dispersion -position no -momentum no
(Accurate as of April 5, 2024 - have to remove the px, py, pz columns manually)
# Ix S Beta_a Alpha_a Beta_b Alpha_b Eta_x Etap_x Eta_y Etap_y
262 1001.647219 46.343358 -2.107780 11.045260 0.575792 1.795955 0.082501 0.000000 -0.000000
263 1005.484948 39.134572 1.896425 13.509241 -0.792828 1.647457 -0.081989 0.000000 0.000000
264 1009.322677 26.300982 1.447355 21.370081 -1.255477 1.362975 -0.066264 0.000000 0.000000
265 1013.160405 16.920059 0.996836 32.781964 -1.718126 1.138875 -0.050522 0.000000 0.000000
266 1016.998134 11.005284 0.491855 47.731411 -1.950603 0.965436 -0.039129 0.000000 0.000000
267 1020.835863 15.056809 -0.880121 36.311902 1.837798 1.090744 0.046448 0.000000 -0.000000
268 1024.673592 23.542974 -1.330941 23.981484 1.375149 1.299216 0.062193 0.000000 -0.000000
269 1028.511321 35.484567 -1.780429 15.202107 0.912500 1.568085 0.077923 0.000000 -0.000000
270 1032.349049 49.530710 0.102993 10.251637 -0.023961 1.857101 -0.003881 -0.000000 -0.000000
271 1036.186778 35.299699 1.774349 15.297343 -0.918769 1.564039 -0.077710 -0.000000 -0.000000
272 1040.024507 23.404858 1.324840 24.124841 -1.381418 1.295987 -0.061980 -0.000000 -0.000000
273 1043.862236 14.965585 0.874004 36.503380 -1.844067 1.088334 -0.046234 -0.000000 -0.000000
274 1047.699965 11.059202 -0.545000 47.518217 2.148535 0.967578 0.043261 -0.000000 0.000000
275 1051.537693 17.024059 -1.002948 32.603586 1.711857 1.141508 0.050735 -0.000000 0.000000
276 1055.375422 26.451840 -1.453451 21.239824 1.249208 1.366427 0.066477 -0.000000 0.000000
277 1059.213151 39.332138 -1.902498 13.427104 0.786559 1.651727 0.082202 -0.000000 0.000000
278 1063.050880 46.124443 2.101672 11.105475 -0.582062 1.791664 -0.082501 -0.000000 -0.000000
279 1066.888609 31.720029 1.652142 17.348587 -1.044711 1.485091 -0.073430 -0.000000 -0.000000
280 1070.726338 20.764820 1.202227 27.142741 -1.507360 1.233475 -0.057695 -0.000000 -0.000000
281 1074.564066 13.267868 0.751007 40.487937 -1.970009 1.041859 -0.043790 -0.000000 -0.000000
282 1078.401795 12.339165 -0.674193 43.106558 2.048564 1.013324 0.043790 -0.000000 0.000000
283 1082.239524 19.247869 -1.125702 29.158410 1.585915 1.196750 0.055022 -0.000000 0.000000
284 1086.077253 29.616567 -1.575853 18.761305 1.123266 1.438112 0.070759 -0.000000 0.000000
285 1089.914982 43.435288 -2.025142 11.915242 0.660618 1.737904 0.082501 -0.000000 0.000000
286 1093.752710 41.861395 1.978979 12.453203 -0.708003 1.705476 -0.082501 0.000000 0.000000
287 1097.590439 28.395828 1.529812 19.662972 -1.170652 1.410615 -0.069148 0.000000 0.000000
288 1101.428168 18.381064 1.079525 30.423782 -1.633301 1.175440 -0.053409 0.000000 0.000000
289 1105.265897 11.827370 0.627859 44.735634 -2.095950 0.996112 -0.043790 0.000000 0.000000
290 1109.103626 13.876475 -0.797342 38.957867 1.922623 1.059072 0.043790 0.000000 -0.000000
291 1112.941354 21.728073 -1.248371 25.976376 1.459974 1.256470 0.059307 0.000000 -0.000000
292 1116.779083 33.036919 -1.698137 16.545927 0.997325 1.514270 0.075040 0.000000 -0.000000
293 1120.616812 47.794789 -2.147836 10.666521 0.534676 1.824093 0.082501 0.000000 -0.000000
294 1124.454541 37.854554 1.856592 14.064072 -0.833944 1.619750 -0.080554 0.000000 0.000000
295 1128.292270 25.328141 1.406787 22.240497 -1.296593 1.336965 -0.070418 0.000000 0.000000
296 1132.129998 16.262706 0.955400 33.967964 -1.759242 1.066721 -0.070418 0.000000 0.000000
297 1135.967727 10.804754 0.160123 48.608658 -0.660404 0.801855 -0.044420 0.000000 -0.000000
298 1139.805456 15.267419 -0.850862 36.510491 1.626049 0.783239 0.002617 0.000000 -0.000000
299 1143.643185 23.456199 -1.282717 25.499810 1.243013 0.823546 0.018388 0.000000 -0.000000
300 1147.480914 34.955006 -1.713287 17.429102 0.859978 0.924369 0.034154 0.000000 -0.000000
301 1151.318643 46.604779 1.250624 13.156192 -0.438544 1.031762 -0.036649 -0.000000 -0.000000
302 1155.156371 33.736177 1.505145 19.391692 -1.017946 0.839366 -0.050448 -0.000000 -0.000000
303 1158.994100 23.609099 1.133676 28.751418 -1.420925 0.645759 -0.050448 -0.000000 -0.000000
304 1162.831829 16.333218 0.762206 41.204190 -1.823904 0.452151 -0.050448 -0.000000 -0.000000
305 1166.669558 14.086388 -0.692968 48.095348 2.059768 0.285027 -0.024421 -0.000000 0.000000
306 1170.507287 20.951212 -1.095443 33.891136 1.641435 0.201749 -0.015145 -0.000000 0.000000
307 1174.345015 30.903656 -1.498075 22.897815 1.223103 0.153652 -0.012272 -0.000000 0.000000
308 1178.182744 43.948212 -1.900955 15.115387 0.804771 0.106557 -0.012272 -0.000000 0.000000
309 1182.020473 42.265411 3.520955 14.939835 -1.136274 0.045778 -0.021170 -0.000000 -0.000000
310 1185.858202 19.906616 2.305277 25.919915 -1.724814 -0.023512 -0.011241 -0.000000 -0.000000
311 1189.695931 6.881857 1.088312 41.417308 -2.313354 -0.036287 0.004584 -0.000000 -0.000000
312 1193.533659 3.202927 -0.129814 61.432016 -2.901894 0.007715 0.014698 -0.000000 -0.000000
313 1197.371388 11.960929 -2.341930 54.003742 4.098932 0.071815 0.018635 -0.000000 0.000000
314 1201.209117 37.921216 -4.422562 27.397407 2.833902 0.143329 0.018635 -0.000000 0.000000
315 1205.046846 39.657733 2.277811 25.276165 -1.176402 0.152434 -0.007204 -0.000000 -0.000000
316 1208.884575 24.472759 1.678949 35.694672 -1.538357 0.124787 -0.007204 -0.000000 -0.000000
317 1212.722303 13.884321 1.080088 48.891352 -1.900312 0.097140 -0.007204 -0.000000 -0.000000
318 1216.560032 7.892420 0.481227 64.866204 -2.262267 0.069492 -0.007204 -0.000000 -0.000000
319 1220.397761 6.497054 -0.117635 83.619228 -2.624223 0.041845 -0.007204 -0.000000 -0.000000
320 1224.235490 9.698224 -0.716496 105.150425 -2.986178 0.014198 -0.007204 -0.000000 -0.000000
321 1228.073219 17.495930 -1.315358 129.459795 -3.348133 -0.013449 -0.007204 -0.000000 -0.000000
322 1231.910947 29.890171 -1.914219 156.547337 -3.710089 -0.041097 -0.007204 -0.000000 -0.000000
323 1235.748676 46.880949 -2.513081 186.413051 -4.072044 -0.068744 -0.007204 -0.000000 -0.000000
324 1239.586405 68.468263 -3.111942 219.056938 -4.433999 -0.096391 -0.007204 -0.000000 -0.000000
325 1243.424134 104.212243 -11.263126 229.963613 13.046856 -0.130044 -0.016287 -0.000000 0.000000
326 1247.261863 235.752076 -7.893899 104.289421 7.327566 -0.203929 -0.008292 -0.000000 0.000000
327 1251.099592 147.595070 16.483367 117.041401 -5.418294 -0.166488 0.016765 -0.000000 -0.000000
328 1254.937320 98.218300 4.028899 98.216096 4.028714 -0.143074 0.003675 -0.000000 0.000000
329 1258.775049 69.878654 3.355584 69.877704 3.355443 -0.128972 0.003675 -0.000000 0.000000
330 1262.612778 46.707165 2.682252 46.706754 2.682222 -0.116036 0.002479 -0.000000 0.000000
331 1266.450507 28.703432 2.008987 28.703405 2.008924 -0.111030 0.000129 -0.000000 0.000000
332 1270.288236 15.867758 1.335642 15.867758 1.335642 -0.111017 0.000000 -0.000000 0.000000
333 1274.125964 8.200098 0.662326 8.200098 0.662326 -0.111017 0.000000 0.000000 0.000000
334 1277.963693 5.700440 -0.010989 5.700440 -0.010989 -0.111017 0.000000 0.000000 0.000000
335 1281.801422 8.368783 -0.684304 8.368783 -0.684304 -0.111017 0.000000 0.000000 0.000000
336 1285.639151 16.205127 -1.357619 16.205127 -1.357619 -0.111017 0.000000 0.000000 0.000000
337 1289.476880 29.209494 -2.030963 29.209452 -2.030901 -0.111051 -0.000206 0.000000 0.000000
338 1293.314608 47.381899 -2.704226 47.381481 -2.704199 -0.116352 -0.002556 0.000000 0.000000
339 1297.152337 70.722077 -3.377562 70.721092 -3.377418 -0.129433 -0.003675 0.000000 0.000000
340 1300.990066 99.230409 -4.050877 99.228158 -4.050690 -0.143534 -0.003675 0.000000 0.000000
341 1304.827795 151.753620 -16.714809 115.688033 5.385803 -0.168588 -0.016765 0.000000 -0.000000
342 1308.665524 233.569639 9.523560 106.227541 -8.149264 -0.202800 0.009740 0.000000 0.000000
343 1312.503252 101.498852 10.404473 233.041922 -11.520504 -0.128060 0.015390 0.000000 0.000000
344 1316.340981 67.691080 3.092395 217.947573 4.422185 -0.095489 0.007204 0.000000 -0.000000
345 1320.178710 46.253799 2.493534 185.394366 4.060230 -0.067841 0.007204 0.000000 -0.000000
346 1324.016439 29.413053 1.894672 155.619332 3.698274 -0.040194 0.007204 0.000000 -0.000000
347 1327.854168 17.168843 1.295811 128.622471 3.336319 -0.012547 0.007204 0.000000 -0.000000
348 1331.691897 9.521169 0.696949 104.403782 2.974364 0.015100 0.007204 0.000000 -0.000000
349 1335.529625 6.470031 0.098088 82.963265 2.612408 0.042747 0.007204 0.000000 -0.000000
350 1339.367354 8.015429 -0.500774 64.300921 2.250453 0.070395 0.007204 0.000000 -0.000000
351 1343.205083 14.157363 -1.099635 48.416749 1.888498 0.098042 0.007204 0.000000 -0.000000
352 1347.042812 24.895833 -1.698496 35.310750 1.526543 0.125689 0.007204 0.000000 -0.000000
353 1350.880541 40.230839 -2.297358 24.982923 1.164587 0.153336 0.007204 0.000000 -0.000000
354 1354.718269 36.821744 4.354649 28.112554 -2.875193 0.140995 -0.018635 0.000000 0.000000
355 1358.555998 11.382715 2.274018 55.035815 -4.140222 0.069481 -0.018635 0.000000 0.000000
356 1362.393727 3.175386 0.090046 60.707414 2.882684 0.005874 -0.014698 0.000000 -0.000000
357 1366.231456 7.159489 -1.128057 40.840153 2.294144 -0.036829 -0.004067 0.000000 -0.000000
358 1370.069185 20.489126 -2.344967 25.490206 1.705604 -0.022072 0.011758 0.000000 -0.000000
359 1373.906913 43.152485 -3.560661 14.657572 1.117064 0.048430 0.021170 -0.000000 -0.000000
360 1377.744642 43.473615 1.887805 15.318716 -0.818425 0.108094 0.012272 -0.000000 -0.000000
361 1381.582371 30.529992 1.484925 23.205948 -1.236757 0.155189 0.012272 -0.000000 -0.000000
362 1385.420100 20.678414 1.082334 34.304073 -1.655090 0.203679 0.015661 -0.000000 -0.000000
363 1389.257829 13.914428 0.679805 48.613090 -2.073422 0.288086 0.024421 -0.000000 -0.000000
364 1393.095557 16.525691 -0.774331 40.748897 1.810750 0.458471 0.050448 -0.000000 0.000000
365 1396.933286 23.894636 -1.145801 28.397083 1.407772 0.652078 0.050448 -0.000000 0.000000
366 1400.771015 34.114778 -1.517270 19.138315 1.004793 0.845686 0.050448 -0.000000 0.000000
367 1404.608744 46.862929 -0.809393 13.063418 0.302377 1.035734 0.026767 -0.000000 -0.000000
368 1408.446473 34.527536 1.699257 17.646117 -0.872480 0.920123 -0.033640 -0.000000 -0.000000
369 1412.284201 23.136605 1.268639 25.812787 -1.255515 0.821275 -0.017873 -0.000000 -0.000000
370 1416.121930 15.056021 0.836750 36.919429 -1.638551 0.782944 -0.002102 -0.000000 -0.000000
371 1419.959659 10.859568 -0.277640 48.384579 1.127718 0.807909 0.052251 -0.000000 0.000000
372 1423.797388 16.503907 -0.970134 33.529115 1.744141 1.075542 0.070418 -0.000000 0.000000
373 1427.635117 25.682427 -1.421520 21.917555 1.281492 1.345786 0.070418 -0.000000 0.000000
374 1431.472846 38.321517 -1.871225 13.857037 0.818843 1.629873 0.081067 -0.000000 0.000000
375 1435.310574 47.258537 2.133124 10.802364 -0.549777 1.813758 -0.082501 -0.000000 0.000000
376 1439.148303 32.613322 1.683481 16.797678 -1.012426 1.504903 -0.074527 -0.000000 0.000000
377 1442.986032 21.417162 1.233667 26.344033 -1.475075 1.249073 -0.058794 0.000000 0.000000
378 1446.823761 13.678568 0.782576 39.441431 -1.937724 1.053586 -0.043790 0.000000 0.000000
379 1450.661490 11.986517 -0.642625 44.212430 2.080849 1.001597 0.043790 0.000000 -0.000000
380 1454.499218 18.653359 -1.094242 30.016485 1.618200 1.182162 0.053923 0.000000 -0.000000
381 1458.336947 28.780928 -1.544486 19.371581 1.155551 1.419309 0.069662 0.000000 -0.000000
382 1462.174676 42.359029 -1.993691 12.277720 0.692902 1.715810 0.082501 0.000000 -0.000000
383 1466.012405 42.929774 2.010431 12.082637 -0.675719 1.727570 -0.082501 0.000000 0.000000
384 1469.850134 29.223608 1.561182 19.044607 -1.138367 1.429280 -0.070246 0.000000 0.000000
385 1473.687862 18.967692 1.110987 29.557619 -1.601016 1.189890 -0.054508 0.000000 0.000000
386 1477.525591 12.172110 0.659427 43.621674 -2.063665 1.007839 -0.043790 0.000000 0.000000
387 1481.363320 13.457867 -0.765773 39.996284 1.954908 1.047345 0.043790 0.000000 -0.000000
388 1485.201049 21.067855 -1.216934 26.766995 1.492259 1.240734 0.058209 0.000000 -0.000000
389 1489.038778 32.135775 -1.666802 17.088748 1.029610 1.494321 0.073943 0.000000 -0.000000
390 1492.876506 46.652815 -2.116384 10.961544 0.566961 1.801999 0.082501 0.000000 -0.000000
391 1496.714235 38.857340 1.887869 13.626051 -0.801660 1.641462 -0.081689 -0.000000 -0.000000
392 1500.551964 26.089548 1.438767 21.554678 -1.264309 1.358132 -0.065963 -0.000000 -0.000000
393 1504.389693 16.774636 0.988224 33.034347 -1.726958 1.135185 -0.050221 -0.000000 -0.000000
394 1508.227422 10.938659 0.417721 47.996609 -1.668879 0.962782 -0.033323 -0.000000 -0.000000
395 1512.065150 15.186393 -0.888736 36.043279 1.828966 1.094158 0.046748 -0.000000 0.000000
396 1515.902879 23.738610 -1.339536 23.780647 1.366317 1.303783 0.062494 -0.000000 0.000000
397 1519.740608 35.746059 -1.788994 15.069057 0.903669 1.573805 0.078223 -0.000000 0.000000
398 1523.578337 49.494372 0.392965 10.260095 -0.091514 1.856416 -0.014814 -0.000000 0.000000
399 1527.416066 35.040353 1.765784 15.432606 -0.927601 1.558357 -0.077410 -0.000000 -0.000000
400 1531.253795 23.211375 1.316245 24.327890 -1.390250 1.291458 -0.061679 -0.000000 -0.000000
401 1535.091523 14.838159 0.865388 36.774215 -1.852899 1.084958 -0.045934 -0.000000 -0.000000
402 1538.929252 11.140532 -0.559680 47.200433 2.165674 0.970785 0.043790 -0.000000 0.000000
403 1542.766981 17.171640 -1.011559 32.353416 1.703025 1.145236 0.051036 -0.000000 0.000000
404 1546.604710 26.665426 -1.462038 21.057440 1.240376 1.371308 0.066777 0.000000 0.000000
405 1550.442439 39.611514 -1.911053 13.312506 0.777727 1.657760 0.082501 0.000000 0.000000
406 1554.280167 45.817141 2.093068 11.191405 -0.590893 1.785620 -0.082501 0.000000 0.000000
407 1558.117896 31.478589 1.643568 17.502303 -1.053542 1.479722 -0.073130 0.000000 0.000000
408 1561.955625 20.589303 1.193626 27.364243 -1.516191 1.229259 -0.057395 0.000000 0.000000
409 1565.793354 13.158465 0.742371 40.777225 -1.978840 1.038651 -0.043790 0.000000 0.000000
410 1569.631083 12.438579 -0.682829 42.807054 2.039733 1.016532 0.043790 0.000000 -0.000000
411 1573.468811 19.413435 -1.134307 28.926693 1.577084 1.200792 0.055322 0.000000 -0.000000
412 1577.306540 29.848086 -1.584432 18.597374 1.114435 1.443307 0.071059 0.000000 -0.000000
413 1581.144269 43.732637 -2.033746 11.819097 0.651786 1.743948 0.082501 0.000000 -0.000000
414 1584.981998 41.572070 1.970375 12.557585 -0.716835 1.699432 -0.082501 0.000000 -0.000000
415 1588.819727 28.172312 1.521229 19.835140 -1.179484 1.405561 -0.068848 0.000000 -0.000000
416 1592.657455 18.223525 1.070917 30.663736 -1.642132 1.171538 -0.053109 0.000000 -0.000000
417 1596.495184 11.736011 0.619223 45.043375 -2.104781 0.992904 -0.043790 -0.000000 -0.000000
418 1600.332913 13.993932 -0.805974 38.676816 1.913791 1.062280 0.043860 -0.000000 -0.000000
419 1604.170642 21.911612 -1.256970 25.763111 1.451143 1.260826 0.059608 -0.000000 -0.000000
420 1608.008371 33.286354 -1.706708 16.400449 0.988494 1.519779 0.075340 -0.000000 -0.000000
421 1611.846100 48.110115 -2.156439 10.588828 0.525845 1.830137 0.082501 -0.000000 -0.000000
422 1615.683828 37.583164 1.848027 14.186907 -0.842776 1.613839 -0.080292 -0.000000 -0.000000
423 1619.521557 25.121767 1.398779 22.431118 -1.305425 1.335873 -0.064565 -0.000000 -0.000000
424 1623.359286 16.114218 0.948130 34.226371 -1.768074 1.118295 -0.048822 -0.000000 -0.000000
425 1627.197015 10.769368 0.080225 48.679378 -0.326624 0.956006 -0.006445 -0.000000 -0.000000
426 1631.034744 15.806302 -0.928842 34.809718 1.787850 1.110341 0.048148 -0.000000 0.000000
427 1634.872472 24.665986 -1.379540 22.862671 1.325201 1.325336 0.063892 -0.000000 0.000000
428 1638.710201 36.979974 -1.828857 14.466665 0.862552 1.600722 0.079620 -0.000000 0.000000
429 1642.547930 48.769393 1.726051 10.430601 -0.409969 1.842700 -0.065555 -0.000000 0.000000
430 1646.385659 33.849470 1.725898 16.079370 -0.968717 1.532193 -0.076013 -0.000000 0.000000
431 1650.223388 22.327180 1.276224 25.290238 -1.431366 1.270660 -0.060281 -0.000000 0.000000
432 1654.061116 14.261537 0.825272 38.052147 -1.894015 1.069531 -0.044534 -0.000000 0.000000
433 1657.898845 11.536017 -0.599885 45.737195 2.124558 0.985720 0.043790 0.000000 0.000000
434 1661.736574 17.875321 -1.051641 31.205762 1.661909 1.162881 0.052435 0.000000 0.000000
435 1665.574303 27.676352 -1.502008 20.225371 1.199260 1.394321 0.068175 0.000000 0.000000
436 1669.412032 40.928753 -1.951109 12.796022 0.736611 1.685898 0.082501 0.000000 0.000000
437 1673.249760 44.403067 2.053013 11.608491 -0.632009 1.757482 -0.082501 0.000000 0.000000
438 1677.087489 30.371087 1.603641 18.234974 -1.094658 1.455019 -0.071732 0.000000 0.000000
439 1680.925218 19.788760 1.153574 28.412498 -1.557307 1.209923 -0.055995 0.000000 0.000000
440 1684.762947 12.665787 0.702167 42.141065 -2.019956 1.023716 -0.043790 0.000000 0.000000
441 1688.600676 12.918067 -0.723033 41.429724 1.998617 1.031467 0.043790 0.000000 -0.000000
442 1692.438404 20.200836 -1.174362 27.864947 1.535968 1.219899 0.056722 0.000000 -0.000000
443 1696.276133 30.942487 -1.624365 17.851213 1.073319 1.467781 0.072457 0.000000 -0.000000
444 1700.113862 45.133569 -2.073802 11.388520 0.610670 1.772086 0.082501 0.000000 -0.000000
445 1703.951591 40.241688 1.930320 13.060579 -0.757951 1.671294 -0.082501 0.000000 -0.000000
446 1707.789320 27.148273 1.481265 20.653719 -1.220600 1.382318 -0.067450 0.000000 -0.000000
447 1711.627049 17.506694 1.030839 31.797900 -1.683248 1.153663 -0.051709 0.000000 -0.000000
448 1715.464777 11.327335 0.579018 46.493123 -2.145897 0.977968 -0.043790 0.000000 -0.000000
449 1719.302506 14.557391 -0.846093 37.385393 1.872675 1.077478 0.045260 0.000000 -0.000000
450 1723.140235 22.782675 -1.296996 24.787273 1.410027 1.281394 0.061007 -0.000000 -0.000000
451 1726.977964 34.464149 -1.746600 15.740195 0.947378 1.545713 0.076738 -0.000000 -0.000000
452 1730.815693 49.259273 -1.039098 10.315020 0.243533 1.851979 0.039267 -0.000000 -0.000000
453 1734.653421 36.336171 1.808170 14.775809 -0.883892 1.586693 -0.078895 -0.000000 -0.000000
454 1738.491150 24.181266 1.358779 23.335605 -1.346541 1.314090 -0.063166 -0.000000 -0.000000
455 1742.328879 15.481151 0.908028 35.446442 -1.809190 1.101882 -0.047422 -0.000000 -0.000000
456 1746.166608 10.828513 -0.254193 48.439370 1.028085 0.958379 0.020371 -0.000000 0.000000
457 1750.004337 16.453565 -0.968940 33.604204 1.746734 1.127001 0.049548 -0.000000 0.000000
458 1753.842065 25.620646 -1.419534 21.972740 1.284085 1.347366 0.065291 -0.000000 0.000000
459 1757.679794 38.241076 -1.868707 13.892319 0.821436 1.628116 0.081017 -0.000000 0.000000
460 1761.517523 47.350358 2.135650 10.778769 -0.547184 1.815533 -0.082501 -0.000000 0.000000
461 1765.355252 32.685777 1.686003 16.754179 -1.009833 1.506580 -0.074577 -0.000000 0.000000
462 1769.192981 21.473460 1.235180 26.280632 -1.472482 1.234224 -0.070418 -0.000000 0.000000
463 1773.030709 13.725189 0.783793 39.358126 -1.935131 0.963980 -0.070418 -0.000000 0.000000
464 1776.868438 11.961554 -0.624208 44.394779 2.011938 0.788432 0.001312 -0.000000 0.000000
465 1780.706167 18.461968 -1.069295 30.626895 1.575570 0.805898 0.011420 -0.000000 0.000000
466 1784.543896 28.373068 -1.513033 20.208333 1.139203 0.879983 0.027188 0.000000 0.000000
467 1788.381625 41.684859 -1.955747 13.139094 0.702835 1.013582 0.040099 0.000000 0.000000
468 1792.219354 42.383045 1.958686 12.992512 -0.707197 0.992152 -0.055242 0.000000 0.000000
469 1796.057082 29.029905 1.520752 20.121099 -1.150305 0.780149 -0.055242 0.000000 0.000000
470 1799.894811 19.038111 1.082818 30.650740 -1.593412 0.568146 -0.055242 0.000000 0.000000
471 1803.732540 12.407664 0.644883 44.581436 -2.036520 0.356143 -0.055242 0.000000 0.000000
472 1807.570269 13.509876 -0.670090 41.768407 1.635852 0.201460 -0.032120 0.000000 -0.000000
473 1811.407998 20.228901 -1.080728 30.508712 1.298096 0.105370 -0.019967 0.000000 -0.000000
474 1815.245726 30.102431 -1.492025 21.841450 0.960340 0.028742 -0.019967 0.000000 -0.000000
475 1819.083455 43.132856 -1.903323 15.766620 0.622584 -0.047885 -0.019967 0.000000 -0.000000
476 1822.921184 29.530243 2.532036 23.354707 -1.725019 -0.103010 -0.012382 0.000000 0.000000
477 1826.758913 13.787577 1.569700 39.102202 -2.378318 -0.120154 0.003448 0.000000 0.000000
478 1830.596642 5.437929 0.605793 59.864070 -3.031618 -0.076545 0.019278 0.000000 0.000000
479 1834.434370 4.535016 -0.494932 84.783779 -1.119469 0.011160 0.023594 0.000000 0.000000
480 1838.272099 16.660979 -2.427320 52.242888 4.406672 0.107757 0.025502 0.000000 -0.000000
481 1842.109828 38.707477 -0.872682 26.037100 0.891927 0.198980 0.010226 0.000000 -0.000000
482 1845.947557 26.273282 1.659679 34.165823 -1.431400 0.184232 -0.005450 0.000000 0.000000
483 1849.785286 15.639187 1.111255 46.466790 -1.773873 0.163318 -0.005450 0.000000 0.000000
484 1853.623014 9.214493 0.562832 61.396393 -2.116346 0.142404 -0.005450 0.000000 0.000000
485 1857.460743 6.999200 0.014409 78.954634 -2.458819 0.121490 -0.005450 0.000000 0.000000
486 1861.298472 8.993308 -0.534015 99.141511 -2.801292 0.100576 -0.005450 0.000000 0.000000
487 1865.136201 15.196817 -1.082438 121.957026 -3.143765 0.079661 -0.005450 0.000000 0.000000
488 1868.973930 25.609727 -1.630862 147.401177 -3.486238 0.058747 -0.005450 0.000000 0.000000
489 1872.811658 40.232038 -2.179285 175.473965 -3.828711 0.037833 -0.005450 0.000000 0.000000
490 1876.649387 59.063750 -2.727709 206.175390 -4.171184 0.016919 -0.005450 0.000000 0.000000
491 1880.487116 82.104862 -3.276132 239.505453 -4.513657 -0.003995 -0.005450 0.000000 0.000000
492 1884.324845 155.944874 -19.247074 180.591593 19.981163 -0.027856 -0.007273 0.000000 -0.000000
493 1888.162574 235.099712 11.828373 98.470641 -0.973454 -0.047364 -0.000737 0.000000 -0.000000
494 1892.000303 121.342041 4.569074 121.337233 4.568424 -0.046385 -0.002588 0.000000 -0.000000
495 1895.838031 88.928320 3.877084 88.926158 3.876942 -0.054645 -0.000783 0.000000 -0.000000
496 1899.675760 61.824103 3.185450 61.823895 3.185116 -0.050479 0.002954 0.000000 -0.000000
497 1903.513489 40.030730 2.493398 40.030730 2.493398 -0.038038 0.003254 0.000000 -0.000000
498 1907.351218 23.548060 1.801504 23.548060 1.801504 -0.025552 0.003254 0.000000 -0.000000
499 1911.188947 12.375993 1.109610 12.375993 1.109610 -0.013065 0.003254 -0.000000 -0.000000
500 1915.026675 6.514528 0.417716 6.514528 0.417716 -0.000578 0.003254 -0.000000 -0.000000
501 1918.864404 5.963665 -0.274178 5.963665 -0.274178 0.011908 0.003254 -0.000000 -0.000000
502 1922.702133 10.723405 -0.966072 10.723405 -0.966072 0.024395 0.003254 -0.000000 -0.000000
503 1926.539862 20.793747 -1.657965 20.793747 -1.657965 0.036882 0.003254 -0.000000 -0.000000
504 1930.377591 36.174692 -2.349859 36.174692 -2.349859 0.049368 0.003254 -0.000000 -0.000000
505 1934.215319 56.866238 -3.041753 56.866238 -3.041753 0.061855 0.003254 -0.000000 -0.000000
506 1938.053048 82.868935 -3.733616 82.867047 -3.733417 0.068880 -0.000008 -0.000000 -0.000000
507 1941.890777 114.180837 -4.425535 114.177036 -4.424919 0.062367 -0.002588 -0.000000 -0.000000
508 1945.728506 104.431738 4.874227 207.605497 -19.383067 0.041739 -0.007198 -0.000000 -0.000000
509 1949.566235 151.455297 -18.151880 188.660428 20.522548 0.027330 -0.001093 -0.000000 0.000000
510 1953.403963 247.507453 4.565519 91.327482 2.959646 0.019588 -0.003780 -0.000000 0.000000
511 1957.241692 213.764849 4.226817 70.184739 2.549535 0.005080 -0.003780 -0.000000 0.000000
512 1961.079421 182.621936 3.888116 52.189779 2.139425 -0.009429 -0.003780 -0.000000 0.000000
513 1964.917150 154.078715 3.549414 37.342601 1.729315 -0.023937 -0.003780 -0.000000 0.000000
514 1968.754879 128.135184 3.210712 25.643206 1.319205 -0.038445 -0.003780 -0.000000 0.000000
515 1972.592608 104.791345 2.872010 17.091593 0.909095 -0.052954 -0.003780 -0.000000 0.000000
516 1976.430336 84.047197 2.533309 11.687764 0.498985 -0.067462 -0.003780 -0.000000 0.000000
517 1980.268065 65.902741 2.194607 9.431716 0.088875 -0.081970 -0.003780 -0.000000 0.000000
518 1984.105794 50.357976 1.855905 10.323452 -0.321235 -0.096479 -0.003780 0.000000 0.000000
519 1987.943523 37.412902 1.517203 14.362970 -0.731345 -0.110987 -0.003780 0.000000 0.000000
520 1991.781252 26.194436 1.551184 22.209564 -1.443279 -0.123563 -0.002078 0.000000 0.000000
521 1995.618980 39.785898 -3.087051 14.422929 1.406367 -0.190355 -0.021832 0.000000 -0.000000
522 1999.456709 67.272252 -3.989198 6.680796 0.602822 -0.273927 -0.021387 0.000000 -0.000000
523 2003.294438 54.415615 2.478440 8.674359 -0.675010 -0.264749 0.006624 0.000000 0.000000
524 2007.132167 37.318660 1.976675 16.326894 -1.319017 -0.218743 0.019659 0.000000 0.000000
525 2010.969896 24.076497 1.473526 28.922477 -1.963024 -0.112925 0.035163 0.000000 0.000000
526 2014.807624 15.143833 0.228489 45.176586 -0.359122 0.022117 0.035747 0.000000 -0.000000
527 2018.645353 20.203495 -0.887705 32.731596 1.591004 0.165242 0.037435 0.000000 -0.000000
528 2022.483082 28.320489 -1.227346 22.108882 1.176965 0.308906 0.037435 0.000000 -0.000000
529 2026.320811 39.041051 -1.565458 14.664103 0.762927 0.463591 0.046959 0.000000 -0.000000
530 2030.158540 47.432155 2.101638 11.495926 -0.549168 0.622485 -0.000459 -0.000000 -0.000000
531 2033.996268 32.983121 1.663359 17.378587 -0.983681 0.620722 -0.000459 -0.000000 -0.000000
532 2037.833997 21.898079 1.225080 26.596336 -1.418195 0.618960 -0.000459 -0.000000 -0.000000
533 2041.671726 14.177029 0.786801 39.149173 -1.852708 0.617197 -0.000459 -0.000000 -0.000000
