From /home/will/bnl/hsr_lattice/EIC-HSR-240102b/hi-n/275-10-collision, run:
tao -init tao.init 
Then run:
sho track -points 1000 -twiss -dispersion -position no -momentum no
(Accurate as of April 5, 2024 - have to remove the px, py, pz columns manually)
# Ix S Beta_a Alpha_a Beta_b Alpha_b Eta_x Etap_x Eta_y Etap_y
534 2045.509455 12.281544 -0.642280 44.186484 2.073422 0.684991 0.055707 -0.000000 0.000000
535 2049.347184 18.903561 -1.082901 30.038301 1.613181 0.910653 0.065585 -0.000000 0.000000
536 2053.184912 28.901834 -1.522140 19.422678 1.152940 1.192587 0.081340 -0.000000 0.000000
537 2057.022641 42.266186 -1.960313 12.339614 0.692699 1.534110 0.094456 -0.000000 0.000000
538 2060.860370 43.088056 2.016504 12.035117 -0.669449 1.625820 -0.056056 -0.000000 -0.000000
539 2064.698099 29.342198 1.565265 18.945652 -1.131235 1.410691 -0.056056 -0.000000 -0.000000
540 2068.535828 19.059782 1.114122 29.400608 -1.593021 1.195745 -0.054830 -0.000000 -0.000000
541 2072.373557 12.237112 0.663352 43.399984 -2.054807 1.012648 -0.043953 -0.000000 -0.000000
542 2076.211285 13.455165 -0.763789 39.980117 1.952108 1.050162 0.043953 -0.000000 0.000000
543 2080.049014 21.046970 -1.214179 26.769001 1.490322 1.244077 0.058343 -0.000000 0.000000
544 2083.886743 32.090787 -1.663277 17.102306 1.028536 1.498178 0.074077 -0.000000 0.000000
545 2087.724472 46.577807 -2.112085 10.980032 0.566750 1.806419 0.082663 -0.000000 0.000000
546 2091.562201 38.717707 1.881470 13.677212 -0.803587 1.643822 -0.081735 0.000000 0.000000
547 2095.399929 25.996121 1.433127 21.617318 -1.265373 1.360314 -0.066010 0.000000 0.000000
548 2099.237658 16.721565 0.983349 33.101845 -1.727159 1.137189 -0.050268 0.000000 0.000000
549 2103.075387 10.932860 0.372658 48.006698 -1.487253 0.964908 -0.029816 0.000000 0.000000
550 2106.913116 15.304149 -0.894770 35.777346 1.817970 1.100420 0.047171 0.000000 -0.000000
551 2110.750845 23.899637 -1.344777 23.595801 1.356184 1.311664 0.062915 0.000000 -0.000000
552 2114.588573 35.944255 -1.793437 14.958677 0.894398 1.583303 0.078644 0.000000 -0.000000
553 2118.426302 49.277723 0.710027 10.310091 -0.166557 1.858372 -0.026914 0.000000 0.000000
554 2122.264031 34.667852 1.751411 15.618374 -0.937725 1.555251 -0.077169 0.000000 0.000000
555 2126.101760 22.946387 1.302605 24.588051 -1.399511 1.289276 -0.061439 0.000000 0.000000
556 2129.939489 14.675007 0.852495 37.102148 -1.861297 1.083702 -0.045693 0.000000 0.000000
557 2133.777217 11.302877 -0.574541 46.570036 2.145619 0.979477 0.043953 0.000000 -0.000000
558 2137.614946 17.444932 -1.025598 31.873641 1.683832 1.155555 0.051745 0.000000 -0.000000
559 2141.452675 27.043352 -1.475261 20.721667 1.222046 1.384348 0.067486 0.000000 -0.000000
560 2145.290404 40.087765 -1.923537 13.114114 0.760260 1.673482 0.082663 0.000000 -0.000000
561 2149.128133 45.072001 2.069869 11.403775 -0.610077 1.776654 -0.082663 -0.000000 -0.000000
562 2152.965861 30.908135 1.621204 17.858602 -1.071863 1.471771 -0.072602 -0.000000 -0.000000
563 2156.803590 20.187782 1.171973 27.857850 -1.533649 1.223335 -0.056866 -0.000000 -0.000000
564 2160.641319 12.920383 0.721417 41.401518 -1.995435 1.034336 -0.043953 -0.000000 -0.000000
565 2164.479048 12.730079 -0.705725 41.935826 2.011481 1.028475 0.043953 -0.000000 0.000000
566 2168.316777 19.877309 -1.156340 28.269003 1.549694 1.215788 0.056319 -0.000000 0.000000
567 2172.154506 30.477849 -1.605620 18.146600 1.087908 1.462126 0.072055 -0.000000 0.000000
568 2175.992234 44.522066 -2.054235 11.568617 0.626122 1.765632 0.082663 -0.000000 0.000000
569 2179.829963 40.602844 1.939170 12.913498 -0.744215 1.684504 -0.082663 -0.000000 -0.000000
570 2183.667692 27.438874 1.490861 20.397896 -1.206001 1.393383 -0.068033 -0.000000 -0.000000
571 2187.505421 17.720538 1.041242 31.426714 -1.667787 1.162491 -0.052293 -0.000000 -0.000000
572 2191.343150 11.458195 0.590233 45.999954 -2.129573 0.985338 -0.043953 -0.000000 -0.000000
573 2195.180878 14.449740 -0.836837 37.600683 1.877343 1.077645 0.045145 -0.000000 0.000000
574 2199.018607 22.601074 -1.286985 24.963430 1.415556 1.281120 0.060892 -0.000000 0.000000
575 2202.856336 34.202839 -1.735844 15.870598 0.953770 1.544997 0.076623 -0.000000 0.000000
576 2206.694065 49.018695 -1.231563 10.371068 0.290942 1.853456 0.046807 -0.000000 0.000000
577 2210.531794 36.424627 1.808997 14.722287 -0.878353 1.593826 -0.079190 0.000000 0.000000
578 2214.369522 24.260362 1.360391 23.236256 -1.340139 1.320090 -0.063462 0.000000 0.000000
579 2218.207251 15.544865 0.910423 35.294645 -1.801925 1.106747 -0.047718 0.000000 0.000000
580 2222.044980 10.851220 -0.239880 48.334001 0.966078 0.961637 0.019258 0.000000 0.000000
581 2225.882709 16.461399 -0.967701 33.564606 1.743205 1.130522 0.049721 0.000000 -0.000000
582 2229.720438 25.615997 -1.417521 21.956924 1.281418 1.351548 0.065463 0.000000 -0.000000
583 2233.558166 38.218006 -1.865921 13.893663 0.819632 1.632959 0.081189 0.000000 -0.000000
584 2237.395895 47.143170 2.127719 10.831023 -0.550704 1.817442 -0.082663 0.000000 0.000000
585 2241.233624 32.536449 1.678854 16.830142 -1.012491 1.508093 -0.074623 0.000000 0.000000
586 2245.071353 21.372867 1.229806 26.373682 -1.474277 1.251893 -0.058890 0.000000 0.000000
587 2248.909082 13.660955 0.779481 39.461642 -1.936063 1.056023 -0.043953 0.000000 0.000000
588 2252.746811 12.062293 -0.647661 43.950127 2.070853 1.006788 0.043953 0.000000 -0.000000
589 2256.584539 18.764735 -1.098483 29.827595 1.609066 1.188499 0.054295 0.000000 -0.000000
590 2260.422268 28.921823 -1.547936 19.249484 1.147280 1.427072 0.070033 0.000000 -0.000000
591 2264.259997 42.523413 -1.996385 12.215793 0.685494 1.724844 0.082663 0.000000 -0.000000
592 2268.097726 42.545035 1.997020 12.208374 -0.684842 1.725292 -0.082663 0.000000 -0.000000
593 2271.935455 28.938588 1.548570 19.237064 -1.146629 1.427451 -0.070055 -0.000000 -0.000000
594 2275.773183 18.776634 1.099118 29.810174 -1.608415 1.188793 -0.054317 -0.000000 -0.000000
595 2279.610912 12.069310 0.648298 43.927706 -2.070201 1.007025 -0.043953 -0.000000 -0.000000
596 2283.448641 13.652518 -0.778844 39.482611 1.936715 1.055785 0.043953 -0.000000 -0.000000
597 2287.286370 21.359553 -1.229172 26.389650 1.474928 1.251574 0.058868 -0.000000 -0.000000
598 2291.124099 32.518272 -1.678222 16.841110 1.013142 1.507689 0.074601 -0.000000 -0.000000
599 2294.961827 47.120132 -2.127084 10.836990 0.551356 1.816994 0.082663 -0.000000 -0.000000
600 2298.799556 38.238215 1.866552 13.884791 -0.818981 1.633399 -0.081211 -0.000000 -0.000000
601 2302.637285 25.631350 1.418154 21.943051 -1.280767 1.351903 -0.065485 -0.000000 -0.000000
602 2306.475014 16.471882 0.968336 33.545733 -1.742553 1.130791 -0.049743 -0.000000 -0.000000
603 2310.312743 10.853847 0.245239 48.323424 -0.987370 0.961742 -0.019686 -0.000000 -0.000000
604 2314.150471 15.535010 -0.909788 35.314162 1.802577 1.106488 0.047696 -0.000000 0.000000
605 2317.988200 24.245634 -1.359757 23.250771 1.340790 1.319747 0.063440 -0.000000 0.000000
606 2321.825929 36.405041 -1.808365 14.731802 0.879004 1.593398 0.079168 -0.000000 0.000000
607 2325.663658 49.031918 1.210504 10.367945 -0.285864 1.853707 -0.046001 -0.000000 0.000000
608 2329.501387 34.221639 1.736476 15.860273 -0.953119 1.545412 -0.076645 -0.000000 0.000000
609 2333.339115 22.615014 1.287619 24.948105 -1.414905 1.281450 -0.060914 -0.000000 0.000000
610 2337.176844 14.458806 0.837473 37.580357 -1.876691 1.077890 -0.045168 0.000000 0.000000
611 2341.014573 11.451807 -0.589596 46.023018 2.130225 0.985100 0.043953 0.000000 0.000000
612 2344.852302 17.709266 -1.040607 31.444778 1.668439 1.162208 0.052270 0.000000 0.000000
613 2348.690031 27.422733 -1.490227 20.410959 1.206652 1.393015 0.068010 0.000000 0.000000
614 2352.527760 40.581848 -1.938536 12.921560 0.744866 1.684057 0.082663 0.000000 0.000000
615 2356.365488 44.544314 2.054870 11.561841 -0.625470 1.766079 -0.082663 0.000000 0.000000
616 2360.203217 30.495240 1.606253 18.134822 -1.087257 1.462516 -0.072077 0.000000 0.000000
617 2364.040946 19.889835 1.156975 28.252225 -1.549043 1.216093 -0.056341 0.000000 0.000000
618 2367.878675 12.737725 0.706362 41.914048 -2.010829 1.028713 -0.043953 0.000000 0.000000
619 2371.716404 12.912575 -0.720780 41.423130 1.996087 1.034098 0.043953 0.000000 -0.000000
620 2375.554132 20.175094 -1.171339 27.874461 1.534301 1.223027 0.056844 0.000000 -0.000000
621 2379.391861 30.890583 -1.620572 17.870212 1.072514 1.471378 0.072579 0.000000 -0.000000
622 2383.229590 45.049590 -2.069234 11.410385 0.610728 1.776207 0.082663 0.000000 -0.000000
623 2387.067319 40.108598 1.924171 13.105885 -0.759608 1.673929 -0.082663 0.000000 -0.000000
624 2390.905048 27.059331 1.475894 20.708438 -1.221395 1.384713 -0.067508 0.000000 -0.000000
625 2394.742776 17.456042 1.026234 31.855411 -1.683181 1.155835 -0.051768 0.000000 -0.000000
626 2398.580505 11.309102 0.575178 46.546805 -2.144967 0.979715 -0.043953 0.000000 -0.000000
627 2402.418234 14.665779 -0.851860 37.122308 1.861949 1.083449 0.045659 0.000000 -0.000000
628 2406.255963 22.932922 -1.302479 24.603209 1.400162 1.285407 0.056056 -0.000000 -0.000000
629 2410.093692 34.661780 -1.753719 15.628532 0.938376 1.500536 0.056056 -0.000000 -0.000000
630 2413.931420 49.535208 -1.305429 10.265228 0.291057 1.710154 0.025180 -0.000000 -0.000000
631 2417.769149 46.747137 0.500326 12.202368 -0.484373 1.582707 -0.036154 -0.000000 -0.000000
632 2421.606878 43.289737 0.400496 17.410325 -0.872668 1.474127 -0.020430 -0.000000 -0.000000
633 2425.444607 40.600185 0.300264 25.598628 -1.260964 1.425903 -0.004701 -0.000000 -0.000000
634 2429.282336 38.376389 0.535536 37.055302 -1.973501 1.413450 -0.013866 -0.000000 -0.000000
635 2433.120065 34.253465 0.470556 54.778652 -2.578863 1.350347 -0.016510 -0.000000 -0.000000
636 2436.957793 31.166912 0.333709 76.629583 -3.114851 1.286985 -0.016510 -0.000000 -0.000000
637 2440.795522 29.130723 0.196862 102.594466 -3.650839 1.223624 -0.016510 -0.000000 -0.000000
638 2444.633251 29.273478 -1.714380 127.565825 3.752175 1.183416 0.055555 -0.000000 0.000000
639 2448.470980 56.292319 -2.666934 68.540573 4.758740 1.580639 0.062246 -0.000000 0.000000
640 2452.308709 52.866473 0.736135 61.133195 0.528675 1.482436 -0.031736 -0.000000 0.000000
641 2456.146437 47.636294 0.625820 57.383630 0.448352 1.383946 -0.023515 -0.000000 0.000000
642 2459.984166 43.263107 0.513705 54.250577 0.368030 1.293702 -0.023515 -0.000000 0.000000
643 2463.821895 39.750460 0.401589 51.734034 0.287708 1.203459 -0.023515 -0.000000 0.000000
644 2467.659624 37.098352 0.289473 49.834002 0.207385 1.113215 -0.023515 -0.000000 0.000000
645 2471.497353 35.306784 0.177357 48.550481 0.127063 1.022971 -0.023515 -0.000000 0.000000
646 2475.335081 34.375756 0.065241 47.883470 0.046741 0.932727 -0.023515 -0.000000 0.000000
647 2479.172810 34.305267 -0.046874 47.832971 -0.033582 0.842483 -0.023515 -0.000000 0.000000
648 2483.010539 35.095319 -0.158990 48.398982 -0.113904 0.752239 -0.023515 -0.000000 0.000000
649 2486.848268 36.745910 -0.271106 49.581504 -0.194227 0.661995 -0.023515 -0.000000 0.000000
650 2490.685997 39.257041 -0.383222 51.380537 -0.274549 0.571751 -0.023515 -0.000000 0.000000
651 2494.523725 42.628711 -0.495337 53.796081 -0.354871 0.481507 -0.023515 -0.000000 0.000000
652 2498.361454 46.860921 -0.607453 56.828135 -0.435194 0.391264 -0.023515 -0.000000 0.000000
653 2502.199183 51.953671 -0.719569 60.476700 -0.515516 0.301020 -0.023515 -0.000000 0.000000
654 2506.036912 58.265576 -1.600259 64.341838 0.256418 0.211453 -0.020653 -0.000000 0.000000
655 2509.874641 88.126427 -4.810112 48.503705 2.247526 0.156135 -0.013122 -0.000000 0.000000
656 2513.712369 84.628999 4.212967 51.330967 -2.342737 0.077049 -0.025978 -0.000000 0.000000
657 2517.550098 55.548390 3.365180 71.174241 -2.827840 -0.008617 -0.015222 -0.000000 0.000000
658 2521.387827 32.976939 2.515790 94.740900 -3.312943 -0.036670 0.000603 -0.000000 0.000000
659 2525.225556 16.937216 1.663186 122.030945 -3.798045 -0.016641 0.006213 -0.000000 0.000000
660 2529.063285 11.043301 0.333330 110.702457 3.363238 0.005501 0.005613 0.000000 0.000000
661 2532.901014 9.966698 -0.052799 86.526007 2.936439 0.027041 0.005613 0.000000 0.000000
662 2536.738742 11.853809 -0.438927 65.625433 2.509640 0.048581 0.005613 0.000000 0.000000
663 2540.576471 16.704726 -0.826840 48.000474 2.087968 0.070121 0.005620 0.000000 0.000000
664 2544.414200 24.835398 -1.265579 33.050399 1.730083 0.092222 0.005781 0.000000 0.000000
665 2548.251929 36.092183 -1.667610 21.550691 1.266404 0.114410 0.005781 0.000000 0.000000
666 2552.089658 50.434736 -2.069640 13.609932 0.802725 0.136598 0.005781 0.000000 0.000000
667 2555.927386 66.442890 0.282340 9.429024 -0.045871 0.157115 -0.000670 0.000000 0.000000
668 2559.765115 49.991508 2.058393 13.783703 -0.815698 0.135977 -0.005781 0.000000 0.000000
669 2563.602844 35.735287 1.656362 21.824033 -1.279377 0.113789 -0.005781 0.000000 0.000000
670 2567.440573 24.564834 1.254332 33.423311 -1.743056 0.091602 -0.005781 0.000000 0.000000
671 2571.278302 16.528621 0.814253 48.449291 -2.094782 0.069519 -0.005613 0.000000 0.000000
672 2575.116030 11.760713 0.428124 66.165638 -2.521581 0.047978 -0.005613 0.000000 0.000000
673 2578.953759 9.956520 0.041996 87.157863 -2.948380 0.026438 -0.005613 0.000000 0.000000
674 2582.791488 11.116040 -0.344133 111.425964 -3.375179 0.004898 -0.005613 0.000000 0.000000
675 2586.629217 17.296933 -1.687061 121.216806 3.784473 -0.017309 -0.006213 0.000000 -0.000000
676 2590.466946 33.519737 -2.539592 94.030933 3.299371 -0.036711 -0.000160 0.000000 -0.000000
677 2594.304674 56.273579 -3.388900 70.568445 2.814268 -0.006959 0.015665 0.000000 -0.000000
678 2598.142403 85.536249 -4.236754 50.829343 2.329165 0.079838 0.025978 0.000000 -0.000000
679 2601.980132 87.096656 4.780704 48.987780 -2.260921 0.157544 0.013122 0.000000 0.000000
680 2605.817861 57.941473 1.418615 64.376205 -0.063628 0.213705 0.021295 0.000000 -0.000000
681 2609.655590 51.799487 0.716432 60.366239 0.513269 0.303544 0.023515 0.000000 -0.000000
682 2613.493319 46.730813 0.604316 56.734922 0.432946 0.393788 0.023515 0.000000 -0.000000
683 2617.331047 42.522679 0.492201 53.720116 0.352624 0.484032 0.023515 0.000000 -0.000000
684 2621.168776 39.175084 0.380085 51.321821 0.272302 0.574276 0.023515 0.000000 -0.000000
685 2625.006505 36.688029 0.267969 49.540037 0.191979 0.664520 0.023515 0.000000 -0.000000
686 2628.844234 35.061514 0.155853 48.374763 0.111657 0.754764 0.023515 0.000000 -0.000000
687 2632.681963 34.295538 0.043738 47.826001 0.031335 0.845008 0.023515 0.000000 -0.000000
688 2636.519691 34.390103 -0.068378 47.893749 -0.048988 0.935252 0.023515 0.000000 -0.000000
689 2640.357420 35.345207 -0.180494 48.578008 -0.129310 1.025496 0.023515 0.000000 -0.000000
690 2644.195149 37.160851 -0.292610 49.878777 -0.209632 1.115739 0.023515 0.000000 -0.000000
691 2648.032878 39.837034 -0.404725 51.796058 -0.289955 1.205983 0.023515 0.000000 -0.000000
692 2651.870607 43.373757 -0.516841 54.329849 -0.370277 1.296227 0.023515 0.000000 -0.000000
693 2655.708335 47.771020 -0.628957 57.480151 -0.450600 1.386471 0.023515 -0.000000 -0.000000
694 2659.546064 53.024877 -0.739169 61.246964 -0.530922 1.485867 0.032176 -0.000000 -0.000000
695 2663.383793 55.668281 3.143228 69.632105 -5.410509 1.573207 -0.076173 -0.000000 -0.000000
696 2667.221522 28.938825 1.403568 128.232070 -2.450651 1.178100 -0.043459 -0.000000 -0.000000
697 2671.059251 29.173409 -0.200691 101.812091 3.635843 1.225396 0.016510 -0.000000 -0.000000
698 2674.896979 31.238984 -0.337538 75.962307 3.099855 1.288758 0.016510 -0.000000 -0.000000
699 2678.734708 34.354924 -0.474385 54.226474 2.563868 1.352119 0.016510 -0.000000 -0.000000
700 2682.572437 38.487523 -0.499476 36.637102 1.921568 1.414861 0.012409 -0.000000 -0.000000
701 2686.410166 40.664965 -0.303073 25.329014 1.250100 1.426431 0.005141 -0.000000 -0.000000
702 2690.247895 43.376041 -0.403295 17.224094 0.861805 1.476345 0.020870 -0.000000 -0.000000
703 2694.085623 46.854876 -0.503112 12.099520 0.473509 1.586612 0.036594 -0.000000 -0.000000
704 2697.923352 49.226676 1.567542 10.334973 -0.358639 1.706951 -0.034479 -0.000000 -0.000000
705 2701.761081 34.286540 1.741094 15.831427 -0.951296 1.494517 -0.056056 -0.000000 -0.000000
706 2705.598810 22.654582 1.289854 24.905269 -1.413082 1.279388 -0.056056 -0.000000 -0.000000
707 2709.436539 14.484204 0.839252 37.523532 -1.874868 1.078571 -0.045218 -0.000000 -0.000000
708 2713.274268 11.433973 -0.587814 46.087580 2.132047 0.984435 0.043953 -0.000000 0.000000
709 2717.111996 17.677769 -1.038830 31.495350 1.670261 1.161417 0.052208 -0.000000 0.000000
710 2720.949725 27.377614 -1.488455 20.447541 1.208475 1.391985 0.067948 -0.000000 0.000000
711 2724.787454 40.523148 -1.936760 12.944153 0.746689 1.682805 0.082663 -0.000000 0.000000
712 2728.625183 44.606592 2.056646 11.542920 -0.623648 1.767331 -0.082663 -0.000000 0.000000
713 2732.462912 30.543927 1.608023 18.101912 -1.085434 1.463609 -0.072139 0.000000 0.000000
714 2736.300640 19.924911 1.158751 28.205325 -1.547220 1.216947 -0.056403 0.000000 0.000000
715 2740.138369 12.759150 0.708145 41.853159 -2.009006 1.029378 -0.043953 0.000000 0.000000
716 2743.976098 12.890766 -0.718997 41.483628 1.997909 1.033432 0.043953 0.000000 -0.000000
717 2747.813827 20.139636 -1.169563 27.920969 1.536123 1.222166 0.056782 0.000000 -0.000000
718 2751.651556 30.841515 -1.618801 17.902731 1.074337 1.470279 0.072517 0.000000 -0.000000
719 2755.489284 44.986930 -2.067458 11.428914 0.612551 1.774955 0.082663 0.000000 -0.000000
720 2759.327013 40.166917 1.925947 13.082901 -0.757786 1.675181 -0.082663 0.000000 0.000000
721 2763.164742 27.104069 1.477666 20.671464 -1.219572 1.385736 -0.067570 0.000000 0.000000
722 2767.002471 17.487158 1.028011 31.804447 -1.681358 1.156619 -0.051830 0.000000 0.000000
723 2770.840200 11.326553 0.576961 46.481852 -2.143144 0.980381 -0.043953 0.000000 0.000000
724 2774.677928 14.639999 -0.850081 37.178742 1.863771 1.082763 0.045608 0.000000 -0.000000
725 2778.515657 22.892869 -1.300197 24.645654 1.401985 1.288014 0.061354 0.000000 -0.000000
726 2782.353386 34.595878 -1.749011 15.656987 0.940199 1.553665 0.077085 0.000000 -0.000000
727 2786.191115 49.246864 -0.790786 10.317333 0.185657 1.857787 0.029985 0.000000 -0.000000
728 2790.028844 36.018056 1.795836 14.921947 -0.891924 1.584921 -0.078728 0.000000 -0.000000
729 2793.866572 23.954988 1.347184 23.540081 -1.353710 1.312959 -0.063000 -0.000000 -0.000000
730 2797.704301 15.340994 0.897183 35.702636 -1.815496 1.101391 -0.047255 -0.000000 -0.000000
731 2801.542030 10.917959 -0.352062 48.066217 1.407380 0.964312 0.028186 -0.000000 -0.000000
732 2805.379759 16.681176 -0.980937 33.172922 1.729633 1.136156 0.050183 -0.000000 -0.000000
733 2809.217488 25.937236 -1.430721 21.669405 1.267847 1.358958 0.065925 -0.000000 -0.000000
734 2813.055217 38.640384 -1.879072 13.710309 0.806061 1.642142 0.081651 -0.000000 -0.000000
735 2816.892945 46.664712 2.114495 10.956776 -0.564276 1.808119 -0.082663 -0.000000 -0.000000
736 2820.730674 32.159236 1.665679 17.060060 -1.026062 1.499702 -0.074161 -0.000000 -0.000000
737 2824.568403 21.096951 1.216589 26.707765 -1.487848 1.245277 -0.058428 -0.000000 -0.000000
738 2828.406132 13.486625 0.766209 39.899890 -1.949634 1.051065 -0.043953 -0.000000 -0.000000
739 2832.243861 12.209883 -0.660933 43.484536 2.057282 1.011745 0.043953 -0.000000 0.000000
740 2836.081589 19.014012 -1.111709 29.466169 1.595495 1.194648 0.054758 -0.000000 0.000000
741 2839.919318 29.272478 -1.561124 18.992223 1.133709 1.434996 0.070495 -0.000000 0.000000
742 2843.757047 42.975228 -2.009609 12.062697 0.671923 1.734167 0.082663 -0.000000 0.000000
743 2847.594776 42.096059 1.983797 12.364384 -0.698414 1.715969 -0.082663 -0.000000 0.000000
744 2851.432505 28.590765 1.535381 19.497239 -1.160200 1.419576 -0.069593 -0.000000 0.000000
745 2855.270233 18.530198 1.085890 30.174515 -1.621986 1.182693 -0.053854 -0.000000 0.000000
746 2859.107962 11.924570 0.635025 44.396211 -2.083772 1.002068 -0.043953 -0.000000 0.000000
747 2862.945691 13.829698 -0.792117 39.047277 1.923143 1.060742 0.043953 0.000000 0.000000
748 2866.783420 21.638308 -1.242389 26.058481 1.461357 1.258240 0.059331 0.000000 0.000000
749 2870.621149 32.898314 -1.691395 16.614106 0.999571 1.516129 0.075063 0.000000 0.000000
750 2874.458877 47.601430 -2.140307 10.714152 0.537785 1.826317 0.082663 0.000000 0.000000
751 2878.296606 37.818660 1.853399 14.071059 -0.832552 1.624266 -0.080749 0.000000 0.000000
752 2882.134335 25.312947 1.404953 22.233484 -1.294338 1.344543 -0.065023 0.000000 0.000000
753 2885.972064 16.254947 0.955100 33.940331 -1.756124 1.125207 -0.049280 0.000000 0.000000
754 2889.809793 10.811087 0.134023 48.495994 -0.542180 0.960025 -0.010778 0.000000 0.000000
755 2893.647522 15.741724 -0.923027 34.909085 1.789005 1.111894 0.048158 0.000000 -0.000000
756 2897.485250 24.553843 -1.372963 22.949860 1.327219 1.326928 0.063902 0.000000 -0.000000
757 2901.322979 36.814438 -1.821524 14.535056 0.865433 1.602353 0.079630 0.000000 -0.000000
758 2905.160708 48.709578 1.646529 10.444403 -0.392272 1.847573 -0.062778 0.000000 -0.000000
759 2908.998437 33.831428 1.723307 16.076799 -0.966690 1.536794 -0.076183 0.000000 -0.000000
760 2912.836166 22.326056 1.274406 25.268795 -1.428476 1.274606 -0.060451 0.000000 -0.000000
761 2916.673894 14.271391 0.824229 38.005213 -1.890262 1.072821 -0.044705 0.000000 -0.000000
762 2920.511623 11.586299 -0.602868 45.544034 2.116654 0.990058 0.043953 0.000000 -0.000000
763 2924.349352 17.945488 -1.053838 31.069959 1.654867 1.168129 0.052733 0.000000 -0.000000
764 2928.187081 27.760371 -1.503421 20.140305 1.193081 1.400712 0.068473 -0.000000 -0.000000
765 2932.024810 41.020615 -1.951759 12.755072 0.731295 1.693380 0.082663 -0.000000 -0.000000
766 2935.862538 44.082289 2.041647 11.704459 -0.639042 1.756756 -0.082663 -0.000000 -0.000000
767 2939.700267 30.134404 1.593070 18.381605 -1.100828 1.454413 -0.071615 -0.000000 -0.000000
768 2943.537996 19.630347 1.143752 28.603173 -1.562614 1.209765 -0.055879 -0.000000 -0.000000
769 2947.375725 12.579888 0.693090 42.369161 -2.024400 1.023755 -0.043953 -0.000000 -0.000000
770 2951.213454 13.076658 -0.734052 40.974404 1.982516 1.039055 0.043953 -0.000000 0.000000
771 2955.051182 20.440804 -1.184560 27.529899 1.520729 1.229464 0.057307 -0.000000 0.000000
772 2958.888911 31.257621 -1.633752 17.629816 1.058943 1.479590 0.073042 -0.000000 0.000000
773 2962.726640 45.517838 -2.082457 11.274153 0.597157 1.785530 0.082663 -0.000000 0.000000
774 2966.564369 39.676055 1.910948 13.278760 -0.773180 1.664606 -0.082663 -0.000000 -0.000000
775 2970.402098 26.727902 1.462698 20.985478 -1.234966 1.377126 -0.067046 -0.000000 -0.000000
776 2974.239826 17.226047 1.013001 32.236616 -1.696752 1.150022 -0.051305 -0.000000 -0.000000
777 2978.077555 11.180856 0.561906 47.032175 -2.158538 0.974758 -0.043953 -0.000000 -0.000000
778 2981.915284 14.859426 -0.865102 36.703839 1.848378 1.088631 0.046133 -0.000000 0.000000
779 2985.753013 23.227460 -1.315182 24.288906 1.386591 1.295896 0.061879 -0.000000 0.000000
780 2989.590742 35.045298 -1.763945 15.418393 0.924805 1.563560 0.077609 -0.000000 0.000000
781 2993.428471 49.384807 -0.286996 10.285008 0.067127 1.860400 0.010867 0.000000 0.000000
782 2997.266199 35.560476 1.780907 15.152128 -0.907318 1.574883 -0.078204 0.000000 0.000000
783 3001.103928 23.612208 1.332203 23.888417 -1.369104 1.304933 -0.062475 0.000000 0.000000
784 3004.941657 15.113359 0.882164 36.169126 -1.830890 1.095379 -0.046730 0.000000 0.000000
785 3008.779386 11.024502 -0.481118 47.642814 1.900728 0.968568 0.038349 0.000000 -0.000000
786 3012.617115 16.934084 -0.995949 32.732340 1.714240 1.142609 0.050708 0.000000 -0.000000
787 3016.454843 26.305221 -1.445692 21.346978 1.252453 1.367425 0.066450 0.000000 -0.000000
788 3020.292572 39.123080 -1.893988 13.506036 0.790667 1.652622 0.082175 0.000000 -0.000000
789 3024.130301 46.125607 2.099496 11.103124 -0.579669 1.797543 -0.082663 0.000000 0.000000
790 3027.968030 31.734960 1.650733 17.324562 -1.041456 1.490248 -0.073637 0.000000 0.000000
791 3031.805759 20.787587 1.201595 27.090421 -1.503242 1.237836 -0.057903 0.000000 0.000000
792 3035.643487 13.292505 0.751154 40.400701 -1.965028 1.045443 -0.043953 0.000000 0.000000
793 3039.481216 12.380918 -0.675988 42.960120 2.041888 1.017368 0.043953 0.000000 -0.000000
794 3043.318945 19.300382 -1.126712 29.059908 1.580101 1.201655 0.055271 0.000000 -0.000000
795 3047.156674 29.679680 -1.577889 18.704117 1.118315 1.416709 0.056056 0.000000 -0.000000
796 3050.994403 43.522438 -2.029129 11.892746 0.656529 1.631838 0.056056 0.000000 -0.000000
797 3054.832131 41.846524 1.948016 12.489754 -0.705577 1.523968 -0.094456 -0.000000 -0.000000
798 3058.669860 28.576233 1.509872 19.671663 -1.165819 1.183876 -0.080899 -0.000000 -0.000000
799 3062.507589 18.672272 1.070595 30.386135 -1.626060 0.903633 -0.065144 -0.000000 -0.000000
800 3066.345318 12.144879 0.629930 44.633170 -2.086301 0.679007 -0.055707 -0.000000 -0.000000
801 3070.183047 14.347229 -0.799061 38.752647 1.840558 0.617243 0.000459 -0.000000 0.000000
802 3074.020776 22.162389 -1.237342 26.293074 1.406043 0.619004 0.000459 -0.000000 0.000000
803 3077.858504 33.341554 -1.675622 17.168606 0.971527 0.620765 0.000459 -0.000000 0.000000
804 3081.696233 47.884723 -2.113903 11.379244 0.537012 0.622525 0.000459 -0.000000 0.000000
805 3085.533962 38.705906 1.556030 14.829088 -0.774506 0.458565 -0.046517 -0.000000 -0.000000
806 3089.371691 28.058015 1.217838 22.362743 -1.188545 0.304880 -0.037434 -0.000000 -0.000000
